deut4398.mid	deut4398.mid	6,5514
deut4398.mid	deut4400.mid	0,04099355
deut4398.mid	deut4412.mid	-0,06672953
deut4398.mid	deut4424.mid	-0,08230619
deut4398.mid	deut4429.mid	-0,05909612
deut4398.mid	deut4430.mid	-0,02858759
deut4398.mid	deut4437.mid	0,16341157
deut4398.mid	deut4456.mid	-0,0696437
deut4398.mid	deut4472.mid	0,1160256
deut4398.mid	deut4491.mid	-0,08898261
deut4399.mid	deut4399.mid	6,5514
deut4399.mid	deut4400.mid	-0,02956989
deut4399.mid	deut4417.mid	-0,01865906
deut4399.mid	deut4431.mid	0,01783218
deut4399.mid	deut4440.mid	0,0034037
deut4399.mid	deut4445.mid	-0,02150538
deut4399.mid	deut4463.mid	-0,03030303
deut4399.mid	deut4476.mid	-0,03100775
deut4399.mid	deut4481.mid	-0,01058983
deut4399.mid	deut4483.mid	-0,02134723
deut4400.mid	deut4398.mid	0,04099355
deut4400.mid	deut4400.mid	6,5514
deut4400.mid	deut4403.mid	0,11841437
deut4400.mid	deut4425.mid	-0,01893939
deut4400.mid	deut4431.mid	-0,01690327
deut4400.mid	deut4440.mid	-0,00907768
deut4400.mid	deut4452.mid	-0,01772366
deut4400.mid	deut4454.mid	-0,01276232
deut4400.mid	deut4463.mid	0,04584394
deut4400.mid	deut4476.mid	-0,01162791
deut4401.mid	deut4401.mid	6,5514
deut4401.mid	deut4407.mid	0,15204584
deut4401.mid	deut4416.mid	0,18917049
deut4401.mid	deut4421.mid	0,37448076
deut4401.mid	deut4437.mid	0,57864927
deut4401.mid	deut4439.mid	0,27288076
deut4401.mid	deut4458.mid	0,30846959
deut4401.mid	deut4471.mid	0,29779091
deut4401.mid	deut4477.mid	0,1164057
deut4401.mid	deut4482.mid	-0,01913202
deut4402.mid	deut4400.mid	-0,03510326
deut4402.mid	deut4402.mid	6,5514
deut4402.mid	deut4423.mid	-0,04299027
deut4402.mid	deut4427.mid	-0,03718325
deut4402.mid	deut4445.mid	-0,02905569
deut4402.mid	deut4457.mid	-0,04608054
deut4402.mid	deut4458.mid	-0,0518458
deut4402.mid	deut4459.mid	-0,04470574
deut4402.mid	deut4467.mid	-0,0356939
deut4402.mid	deut4483.mid	-0,05357143
deut4403.mid	deut4400.mid	0,11841437
deut4403.mid	deut4402.mid	-0,09903421
deut4403.mid	deut4403.mid	6,5514
deut4403.mid	deut4418.mid	-0,02061124
deut4403.mid	deut4434.mid	-0,04556623
deut4403.mid	deut4452.mid	-0,10353724
deut4403.mid	deut4457.mid	0,03125239
deut4403.mid	deut4467.mid	-0,10369598
deut4403.mid	deut4495.mid	-0,05395383
deut4403.mid	deut4497.mid	-0,08425603
deut4404.mid	deut4398.mid	0,06468782
deut4404.mid	deut4404.mid	6,5514
deut4404.mid	deut4408.mid	-0,02694597
deut4404.mid	deut4414.mid	0,06183533
deut4404.mid	deut4419.mid	-0,00560421
deut4404.mid	deut4420.mid	-0,00560421
deut4404.mid	deut4433.mid	0,07781667
deut4404.mid	deut4438.mid	0,08961311
deut4404.mid	deut4472.mid	-0,03424877
deut4404.mid	deut4473.mid	0,04002001
deut4405.mid	deut4405.mid	6,5514
deut4405.mid	deut4409.mid	-0,07343951
deut4405.mid	deut4426.mid	-0,0311054
deut4405.mid	deut4444.mid	-0,07343951
deut4405.mid	deut4447.mid	-0,07343951
deut4405.mid	deut4464.mid	-0,07343951
deut4405.mid	deut4472.mid	-0,06162431
deut4405.mid	deut4475.mid	-0,03128536
deut4405.mid	deut4478.mid	0,39734525
deut4405.mid	deut4480.mid	0,11939002
deut4406.mid	deut4401.mid	-0,059269
deut4406.mid	deut4406.mid	6,5514
deut4406.mid	deut4428.mid	-0,08442302
deut4406.mid	deut4443.mid	0,16217074
deut4406.mid	deut4453.mid	0,05796474
deut4406.mid	deut4459.mid	0,12956107
deut4406.mid	deut4471.mid	-0,0372548
deut4406.mid	deut4473.mid	0,08815883
deut4406.mid	deut4477.mid	-0,02491041
deut4406.mid	deut4482.mid	0,03503449
deut4407.mid	deut4401.mid	0,15204584
deut4407.mid	deut4407.mid	6,5514
deut4407.mid	deut4421.mid	0,17368555
deut4407.mid	deut4436.mid	-0,03548834
deut4407.mid	deut4453.mid	-0,02214282
deut4407.mid	deut4454.mid	-0,00047548
deut4407.mid	deut4458.mid	0,11644444
deut4407.mid	deut4459.mid	0,05922187
deut4407.mid	deut4460.mid	0,02308508
deut4407.mid	deut4461.mid	0,04053067
deut4408.mid	deut4399.mid	0,01419551
deut4408.mid	deut4400.mid	-0,01800354
deut4408.mid	deut4408.mid	6,5514
deut4408.mid	deut4414.mid	0,00940242
deut4408.mid	deut4417.mid	-0,00979214
deut4408.mid	deut4419.mid	0,01526078
deut4408.mid	deut4420.mid	0,01526078
deut4408.mid	deut4445.mid	-0,00979214
deut4408.mid	deut4481.mid	-0,02102853
deut4408.mid	deut4483.mid	-0,00979214
deut4409.mid	deut4409.mid	6,5514
deut4409.mid	deut4417.mid	0,14325536
deut4409.mid	deut4424.mid	0,44328788
deut4409.mid	deut4438.mid	0,09354698
deut4409.mid	deut4449.mid	0,04894322
deut4409.mid	deut4450.mid	0,04689072
deut4409.mid	deut4455.mid	-0,04195563
deut4409.mid	deut4456.mid	0,29307436
deut4409.mid	deut4463.mid	0,19741212
deut4409.mid	deut4476.mid	0,04783404
deut4410.mid	deut4399.mid	0,01072808
deut4410.mid	deut4410.mid	6,5514
deut4410.mid	deut4417.mid	-0,01536708
deut4410.mid	deut4440.mid	0,04401867
deut4410.mid	deut4445.mid	-0,01536708
deut4410.mid	deut4446.mid	0,06446458
deut4410.mid	deut4451.mid	-0,0019911
deut4410.mid	deut4466.mid	0,0687651
deut4410.mid	deut4483.mid	-0,01536708
deut4410.mid	deut4486.mid	0,02501373
deut4411.mid	deut4409.mid	0,15386942
deut4411.mid	deut4411.mid	6,5514
deut4411.mid	deut4416.mid	0,18599695
deut4411.mid	deut4422.mid	0,09686984
deut4411.mid	deut4424.mid	0,06684762
deut4411.mid	deut4429.mid	0,19559052
deut4411.mid	deut4437.mid	0,16817237
deut4411.mid	deut4447.mid	0,06447271
deut4411.mid	deut4456.mid	0,12673726
deut4411.mid	deut4464.mid	0,09943567
deut4412.mid	deut4398.mid	-0,06672953
deut4412.mid	deut4404.mid	-0,13206232
deut4412.mid	deut4412.mid	6,5514
deut4412.mid	deut4426.mid	-0,0635276
deut4412.mid	deut4429.mid	0,11368696
deut4412.mid	deut4430.mid	0,08317843
deut4412.mid	deut4437.mid	-0,04130577
deut4412.mid	deut4446.mid	-0,07757458
deut4412.mid	deut4472.mid	-0,0781153
deut4412.mid	deut4491.mid	0,09991221
deut4413.mid	deut4409.mid	-0,04148354
deut4413.mid	deut4413.mid	6,5514
deut4413.mid	deut4416.mid	-0,05366899
deut4413.mid	deut4434.mid	-0,0693352
deut4413.mid	deut4439.mid	-0,01809972
deut4413.mid	deut4464.mid	-0,04804783
deut4413.mid	deut4470.mid	-0,01029056
deut4413.mid	deut4474.mid	-0,04952438
deut4413.mid	deut4475.mid	0,02712258
deut4413.mid	deut4479.mid	-0,08468083
deut4414.mid	deut4414.mid	6,5514
deut4414.mid	deut4419.mid	0,11310633
deut4414.mid	deut4420.mid	0,11310633
deut4414.mid	deut4424.mid	0,14652411
deut4414.mid	deut4438.mid	0,24713014
deut4414.mid	deut4449.mid	0,25773542
deut4414.mid	deut4455.mid	0,13351433
deut4414.mid	deut4456.mid	0,12398194
deut4414.mid	deut4465.mid	0,0832333
deut4414.mid	deut4475.mid	0,07160671
deut4415.mid	deut4414.mid	-0,01808426
deut4415.mid	deut4415.mid	6,5514
deut4415.mid	deut4438.mid	-0,01808426
deut4415.mid	deut4448.mid	-0,01686015
deut4415.mid	deut4449.mid	-0,02075375
deut4415.mid	deut4457.mid	0,05160581
deut4415.mid	deut4465.mid	-0,01808426
deut4415.mid	deut4468.mid	0,19141374
deut4415.mid	deut4469.mid	0,05640951
deut4415.mid	deut4475.mid	-0,01808426
deut4416.mid	deut4401.mid	0,18917049
deut4416.mid	deut4416.mid	6,5514
deut4416.mid	deut4424.mid	0,67808093
deut4416.mid	deut4438.mid	0,15681822
deut4416.mid	deut4439.mid	0,47940861
deut4416.mid	deut4443.mid	0,12565656
deut4416.mid	deut4458.mid	0,15106376
deut4416.mid	deut4477.mid	0,12947686
deut4416.mid	deut4482.mid	0,2516039
deut4416.mid	deut4495.mid	0,29855362
deut4417.mid	deut4417.mid	6,5514
deut4417.mid	deut4424.mid	0,9483562
deut4417.mid	deut4431.mid	0,14847208
deut4417.mid	deut4438.mid	0,167635
deut4417.mid	deut4445.mid	0,05301304
deut4417.mid	deut4452.mid	-0,00462963
deut4417.mid	deut4454.mid	-0,01190476
deut4417.mid	deut4463.mid	0,20348333
deut4417.mid	deut4476.mid	0,07536427
deut4417.mid	deut4483.mid	0,10264856
deut4418.mid	deut4418.mid	6,5514
deut4418.mid	deut4434.mid	-0,05790931
deut4418.mid	deut4445.mid	0,2499848
deut4418.mid	deut4484.mid	0,04591586
deut4418.mid	deut4487.mid	-0,04021722
deut4418.mid	deut4488.mid	-0,03335086
deut4418.mid	deut4493.mid	-0,03335086
deut4418.mid	deut4494.mid	-0,03335086
deut4418.mid	deut4498.mid	-0,03335086
deut4418.mid	deut4499.mid	-0,02562332
deut4419.mid	deut4414.mid	0,11310633
deut4419.mid	deut4419.mid	6,5514
deut4419.mid	deut4420.mid	5,71527146
deut4419.mid	deut4424.mid	0,18382144
deut4419.mid	deut4438.mid	0,19217048
deut4419.mid	deut4449.mid	0,11872222
deut4419.mid	deut4450.mid	0,05896851
deut4419.mid	deut4455.mid	0,12990733
deut4419.mid	deut4456.mid	0,15554122
deut4419.mid	deut4465.mid	0,04912504
deut4420.mid	deut4414.mid	0,11310633
deut4420.mid	deut4419.mid	5,71527146
deut4420.mid	deut4420.mid	6,5514
deut4420.mid	deut4424.mid	0,18382144
deut4420.mid	deut4438.mid	0,19217048
deut4420.mid	deut4449.mid	0,11677595
deut4420.mid	deut4450.mid	0,05800182
deut4420.mid	deut4455.mid	0,12990733
deut4420.mid	deut4456.mid	0,15554122
deut4420.mid	deut4465.mid	0,04831971
