deut4415.mid	deut4415.mid	6.55140000
deut4415.mid	deut4468.mid	0.19141374
deut4415.mid	deut4469.mid	0.05640951
deut4415.mid	deut4457.mid	0.05160581
deut4415.mid	deut4448.mid	-0.01686015
deut4415.mid	deut4438.mid	-0.01808426
deut4415.mid	deut4414.mid	-0.01808426
deut4415.mid	deut4465.mid	-0.01808426
deut4415.mid	deut4475.mid	-0.01808426
deut4415.mid	deut4449.mid	-0.02075375
deut4415.mid	deut4450.mid	-0.02392746
deut4415.mid	deut4459.mid	-0.02410029
deut4415.mid	deut4442.mid	-0.02453883
deut4415.mid	deut4473.mid	-0.02560029
deut4415.mid	deut4476.mid	-0.02560029
deut4415.mid	deut4463.mid	-0.02916667
deut4415.mid	deut4445.mid	-0.02916667
deut4415.mid	deut4483.mid	-0.02916667
deut4415.mid	deut4417.mid	-0.02916667
deut4415.mid	deut4447.mid	-0.03008478
deut4415.mid	deut4444.mid	-0.03008478
deut4415.mid	deut4401.mid	-0.03009381
deut4415.mid	deut4398.mid	-0.03016175
deut4415.mid	deut4407.mid	-0.03393214
deut4415.mid	deut4423.mid	-0.03409875
deut4415.mid	deut4441.mid	-0.03453741
deut4415.mid	deut4472.mid	-0.03616136
deut4415.mid	deut4452.mid	-0.03703704
deut4415.mid	deut4454.mid	-0.03719108
deut4415.mid	deut4425.mid	-0.03750000
deut4415.mid	deut4416.mid	-0.03767223
deut4415.mid	deut4466.mid	-0.03921269
deut4415.mid	deut4400.mid	-0.04050145
deut4415.mid	deut4427.mid	-0.04093716
deut4415.mid	deut4484.mid	-0.04166667
deut4415.mid	deut4501.mid	-0.04248397
deut4415.mid	deut4502.mid	-0.04248397
deut4415.mid	deut4409.mid	-0.04258478
deut4415.mid	deut4408.mid	-0.04263085
deut4415.mid	deut4485.mid	-0.04402077
deut4415.mid	deut4419.mid	-0.04405466
deut4415.mid	deut4420.mid	-0.04405466
deut4415.mid	deut4477.mid	-0.04457480
deut4415.mid	deut4470.mid	-0.04573137
deut4415.mid	deut4440.mid	-0.04583333
